Tweet,emotion
@Disneyland #nothappy and still #charging the #fullprice 😡😡 #fuming some your #bestrides 😳😳,anger
Everyone is raging,anger
Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,anger
@Mickeyplyler @QualkTalk the refs are in GT's favor tonight. ,joy
NL's top bureaucrat is a director of a group formed to oppose NL's top megaproject. #nlpoli - never dull,sadness
Watch this amazing live.ly broadcast by @flydudern  #musically,joy
No one wants to win the wild card because you have to play the Cubs on the road.  #sadness,sadness
@ikhras @benglaze Amal Clooney should try to prosecute  #Bush/ #Blair for #war crimes that turned our World upside down&amp;created #terrorism,anger
Danish pastries...oh know my nightmare! Old boots is a good description #GBBO,other
@RealKyper @NHL watching the jubilant scrum at the end of the day and remembering they're all still kids! #priceless,joy
"@samsteinhp stop the presses, @realDonaldTrump said/proposed something racist. #shocking",anger
@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,anger
Good morning chirpy #SpringEquinox and your pensive sister #AutumnEquinox A perfect day however it is expressed 🌹🍁🌓☯️ #theBeautyofBalance,joy
The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.,joy
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since. #sad #Autumn",sadness
"Does Bret have a point? Cena, Balor, sting...",other
I told my chiropractor 'I'm here for a good time not a long time' when he questioned my habits and yet again I have unnerved a doctor,other
Lady gaga fucking followed i have been waiting for this day for ages it fucking happened im shaking thank you so much @ladygaga ❤️,joy
Wish I could convince the rest of my children to go to their fucking preschool and elementary schools with fear of gun violence.,sadness
@Its_just_Huong I will beat you !!! Always thought id be gryffindor so this is a whole new world for me 😨😨😨 #excited ,joy
@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger
Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness
@niceoneWern @Alotta_Pain the gleesome threesome,joy
"@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? #hilarious",joy
@aidankerrpol I think you should do. Get the fashion police involved. #shocking,anger
Congress attended by midterm liveliness differently constraints: qmiv,other
Wishing i was rich so i didnt have to get up this morning #poor #sleepy  #sad #needsmoresleep,sadness
@paulkrugman relentless echo chamber - negative comments with lots of reverb. Typical bully behavior.,anger
@WildRoverTours Thank you for follow and its a good website you have and cheering with no hassle.,joy
@philjame5 @spoke_bros wow! that looks bright,joy
induction day tomorrow for pizza express #nervous,other
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon,joy
"When something makes you excited, terrified, thrilled, nervous, elated &amp; like you've been kicked in the guts all at once. Need word for that",joy
Rojo is shocking.......absolutely shocking !!!,sadness
"Honestly don't give af who wins out of us and pine, I'm just worried about getting drunk Saturday night😂",joy
@SMalloy_LWOS that's not easy to blow up the LT on a run play. He created the seam for Sua to burst through,joy
@patienceinbee @camposanto But I decided to be a bit lackadaisical about getting dressed to get groceries.,joy
"@_haye_ optimism is he'll lose, that's actually a compromise :P",other
@DipstickDipper \n'It's alright!' She said cheerfully trying to make the moment fun,joy
@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a #delight #party #fail #letdown,sadness
@kencurtin they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult,anger
@siomo @NEWSTALK1010 20 says he gets reelected.....  #be #afraid,other
"@TheGoatShow @GameGrumps now that I have been sucked into this wormhole of hilarity with no escape, I can say how weird and accurate this is",sadness
@SeanUnfiltered Texans are scared of this bunch! ,other
My little sister sure can hold a grudge 😂😂😂,sadness
@ReadingFC @EFLCup - remind them 'Twenty's Plenty' !,joy
"@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!",joy
Ppl like that irritate my soul,anger
@StutteringGiant at least his character in fast and furious pumped some adrenaline into the franchise. But that's about it,other
Now that @Jasmine_Wrn has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival,joy
@LiamCannon1 He's just too raging to type properly... Ha ha!,anger
Pakistan continues to treat #terror as a matter of state policy says @MEAIndia. #UriAttack,anger
i have so much hair it's a nightmare but it's also very soft so it guess it's a win-lose situation,other
@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂,joy
@simmy_hanley @Schrise also a ,other
"One step forward, two steps backward, the link to RogerFedererShop doesn´t work.😰 I am losing hope about Roger Federer new Website #sadness",sadness
The Pats are awesome. Belichick is awesome ...they just are. ,joy
"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger
Now #India is #afraid of #bad .,other
"If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start",joy
Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,joy
I'm scared that my coworkers are going to submit me to one of those 'wardrobe makeover' shows.  #fashion,other
"@space_gayz high fantasy , i feel like you could make a melancholy college age slice of life thing work too",joy
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,sadness
"@ChickOfBeauty No!  By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES!  That create #BlackLivesmatter ",anger
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, ",sadness
HMS Pinafore' time.\n\nI need some mirth.,joy
Grim and despair feeling-I look at self and my family. Hubby fought 20+ years for this country. I've worked 20+ years for this govt--&gt;,sadness
@mackenzian yes! That was my one qualm. These are deeply theological issues we're engaging theologically.,joy
me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley,other
"#COINCIDENCE??? When you turn on the TV, etc.&amp; listen &amp; watch, the objective is to #CaptureYourMind with #fear &amp; #depression. #FindGODNow!!!",sadness
"I like talking to someone who makes me laugh, laughter is the best medicine",joy
"Turkish exhilaration: for a 30% shade off irruptive russian visitors this twelvemonth, gobbler is nephalism so...",joy
"#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism",joy
Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration  #great #motivation,joy
@EmmyMitchell_  hahahaha you're ridiculous!!! But thank you a joyous evening xx,joy
When will the weeks full of Mondays end?? #disheartened,sadness
@sophtulig I personally prefer being happy.,joy
if Man U lose i may actually have a nervous breakdown,other
"@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack #bully",anger
It's never the end / When the moment is dire. / A small spark of hope / Can relight a new fire.,joy
"@tabstamlyn @lara_hunt1 I will, next time I'll make sure everything is sparkling clean",joy
@kymwhitley hello Miss Lady I'm sure today brings you happiness and laughter use your voice also to make us laugh  god knows we need it,joy
@ParamjitGarewal way to go #London. Nice job electing a #muslim #jihadist for mayor. Good luck with your future #terror attacks #sadiqkhan,sadness
Pull over #tonight and make your car #shake 😋💦,joy
@clonmacart I'm beaming with glee.,joy
@TheDTSB @trubble1127 @nflnetwork I agree but our offense was ass after the second half td score on the first drive,sadness
Feeling #gloomy,sadness
"@thehill George H. Establishment is unhappy Trump's campaign branded his son low-energy, but he could not have beaten the others either.",other
"B day next week, catch the sauce and watch the heaviness!",joy
"Wazza blocks Carrick's shot and then misses a sitter that Memphis, who was ready beside him, surely wouldve buried. Good start lol #MUFC",joy
".@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking",sadness
"If her legs aren't shaking, you're not doing it right.",other
"Carry on my wayward son, there'll be peace when you are done. Lay your weary head to rest. Don't you cry no more. #Supernatural",other
It's basically a dead skin peel which sounds grim. But it literally gets rid of so much dead skin from your pores.,other
@ImJim_YoureNot  cyber bully,anger
@janhopis I found the first few episodes of Bojack incredibly funny. Then it got less funny but I stayed for the #drama,joy
10 page script due Friday for class. Who said I could do this MFA thing?  #GradSchoolProblems #someonetelltinafeytohireme,joy
Riggs dumb ass hell lolol #hilarious #LethalWeapon,joy
@CNN bully,anger
Hannah: 'This week on Survivor: Find out who is more buoyant. Gen X or Millenials!' #survivor,other
India should now react to the uri attack..... #revenge,anger
Just want Saturday to be over but then again I want to do good #LSAT ,joy
"Well stock finished &amp; listed, living room moved around, new editing done &amp; fitted in a visit to the in-laws. #productivityatitsfinest #happy",joy
