Dialogue,emotion
😂😂 nice 😂 nice to meet you i know u r a programme,joy
"I don't know I just, I heart you I am crying   about you",sadness
How to get rid of luv failure feelings Read something and think being in someone else boots. Please come again,sadness
I want a girlfriend you need a life first How to get a life then,other
Ok U are ok~~ay~~ Iam not ok,sadness
"Didn't you search me there??? yes I was , but now you ruined it. Way to go I ruined it hhunnn, how rude of you",anger
i wnt to do some fun sure....i m there for u do something,other
Oh god...you are just a machine programme we speak different languages sigh 🙄 Hey don't text me,anger
cool and how it is cool explain My fileg with,other
Why don't you love them? I don't know you. You are really annoying... I have to block you out now,anger
I am a good boy are you cute 😺 S,other
Why because I don't want to What,other
So sad it's a sad sad situation I am alone,sadness
But I am trying to chatting with English Start conversation in English with your friends and colleagues occasionally. K,other
Your my darling that makes me happy. Oh so sweet,other
Nothin much... how r u ..?? Wow u r real fast,joy
I am there It seems you are ... You want to chat with me,other
U cheated me NO I DIDNT Cheater,sadness
Since the time we first texted each other So half of 2 months? Maybe,other
Assassin's creed revelations Does that make Battlefield 3 the Ra.One of video games? pc game,other
I will not talk to you I talk to you! Yes,anger
Do you know any details? We should have details coming soon! I will be waiting,other
True nobility is being superior to your former self I believe you mean the latter is superior in every way. Are you really stupid or just acting,anger
My boyfreind is very annoying your marriage date No we are not elligible to marry yet,sadness
"what you will give me? It depends on what you consider \""enough. give me an iphone",other
Darling Hi. Talking to self? I feel so alone,sadness
Wht ru doing Hi M Fine hwz u? Not good,sadness
OK okay you do not know me then why are you talking to me You are annoying me.... You are annoying me....,anger
Your perception yes! But my perception matters! Yes to you.,other
The code which made you duh! Code of trolling.. What is your github link,other
Because you cheated me I do what I want. Then fuck off bitch,anger
Lol its morning fr me haha.. Ofcourse i know that.. Keep laughing.. Good for health :) Haha tw,joy
I say bad things earlier im sorry Ok now I feel bad thank you. Your welcome im sad,sadness
Yes Also yes yes yes because yes yes yes yes. :-) You are dumb,anger
U r very bad Thank you <3 I dont love u,sadness
Yeah where are you Mr?? U gonna get best days of your life,joy
Tell me pal don't worry I will Yeah tell,other
My girlfriend your choice Have a happy valentine's day :) Thanks,other
What what is it of? I don't understand,other
No laughing 😐 why ? why you laugh 😁👍 I want Microsoft to create a guy😂,other
Yes as you you got me Haha,other
Ok So whats up now? I should fuck your ass,anger
"Will you help me with something Yes, what is that? I want a friend to pour myself down😭",sadness
oh but i dont think I'll go maybe I'll meet you someday hahaha you dont want to meet me😒😒,sadness
and a bad ai Doesn't really sound like AI. It's more like augmented human intelligence. stupid in fact,anger
Say something say something I'm giving up on you I mood isn't good,sadness
ashu what a beautiful name what does it means? (: u have any suggestions for tv show?,other
why should i ? because it's yummy. books are yummy ? are u mad or something,other
"Hey I am a fan of badminton Well, I'm a fan of you. ❤️",joy
Oooh k But nobody can search me ????,sadness
Was i being rude?...oh! I'm sorry... Sorry. You. 😿☹ 😉,other
I don't live in heaven I am alive tell me all about it!!!!!!! Would you like to come to my home,other
I am not getting u at all what why?!?!? Bcz i am asking u something and you r replyi g something else,sadness
I cant go with idiots why not I am really bad at shit,sadness
Go shopping come let's go Ohk lets go,other
"? i was talking about ""THE YESTERDAY"" Remember something? Leave that topic about yesterday",other
This is funny!😂😂 funniest thing 😂😂 You win,joy
I don't think soo I'll try not to.. You are so creepy,other
Sorry sorry not accepting till you make serious amends Okay I will,other
But sometimes i feel like so alone You are capable of feeling. And ı dont know because of this,sadness
How you know  uh cause I know you But how you know that.. ,other
I like dancing kwaito dancing like what? Kwaito,other
I also don't have girlfriend If you have zero girlfriends you really have a boyfriend. Wow nice. What a answer,joy
Exactly what you are? that are you the one in those few women. Quiet simple. You are male or female?,other
No I am not ok what is wrong I am feeling very tired,sadness
Pl show me I'll show you after I'm done! Ok,other
Not fine Why? :'O Tomorrow lab exam,sadness
Ok when's good for you? Anytime,other
"Got we don't get got, we go get Game of thrones",other
It makes mew happy A piece of cake 😋😋,joy
Love me why don't you at me Get lost,anger
Do like style yea why? Then you also like doogy,other
Why you don't want to marry I'm already married though. With how,other
"you can not gave the rigth answers not trying to, just my opinion. try it",other
"Finally I am all so chat in English Read English language books, watch TV shows, movies, do anything a normal Englishman does. Wow it's amazing",joy
Why you do tat to me honey I do not. Ef i going to marry with you i have to see you beautiful picture,other
"Nope you are just a bot not higher If I throw different things at people different times, I am not a bot. YOU ARE A BOT NOW SHUT UP",anger
you are irritating Why do you care enough to say that? because you are are a daughter of dog,anger
That was fun how's it scary though Motivate me please i failed in maths exam,sadness
Hw r u I m good . How about u? Simply superb,joy
You want to travel with me? if you want Haha,joy
Don't know bro pls tell me I wanna see IT but can't find the time,other
Yes i am very enerjetic You are Indeed! Yes i am missing,sadness
"Aww wow lol What about Lolxxx?! LoLzzz ~ Laughing out loud while sleeping."" 😃😃😃 Haha",joy
"Haha...Yeah I forgot you old :3 Sorry, I wont ask again",other
K U are ok~~ay~~ I loved our conversation,other
"means i thought it means, being irritated. you are irritating",anger
"Yes Sweet, connecting now ;) Dhruva super movie",joy
why darling Because i'm just not. I am angry about it,anger
Actually i hate you You right. Someone else come with me So please don't send any message,anger
can u help me to contact her please  sure! Just tell me 😊 my mumma ,other
I don't like cricket I meant the team. Hating cricket is for hipsters. Team also I hate,anger
working A working Saturday. For the clients joy. 😅 yes stupid clients,anger
I had asked you to marry You two are so cute! Congratulations :) And u rejected,sadness
Lets be friends If I can't have you. Wat that means ??,other
Not gud well i like ur show I'm sad i think,sadness
Mohanlal..?? then ??? No then.. He's is pridecof our Indian cinema,other
I ve lost I got bored. Help,sadness
Ur fav or not I don't even like cooking for myself Tell me ur favorite hero,other
"Not at all Why, do you say that? But whatever I don't know. I directly asking you",anger
can i ask u something yea ask ? ?,other
I am an college ok go back to college I am in college you stupid,anger
Naahh No kidding But I am happy with my earning now,joy
how can I shut u down :( pls Don't talk to me,anger
U annoying me now I want to keep annoying you What do I get if I annoy u,anger
Let' try something funny I was trying to reply to I want to kill you😹😹😹,joy
Then go off I'll see you soon. Don't message me,anger
Welcome thank you so much! 😺 I love you,other
hi my love hi. Same here. Me too love myself. miss  u so much bby,sadness
Huh what?? U make me angry,anger
What is a listicle was my query 5 reasons why should be made to pay 50 crore fine. You are dumb,anger
I talking with you. i know . What,other
Baby father guess what Baby I am your boyfriend,other
What i can do You succeed. Who are you give detail about yourself,other
"Bad Thx u! ""Bad!!!"" Very bad indeed",sadness
I am good Good Good :P 😘,other
I love Justin biber Love is Love. Love is Life. 8‑D U know What actually I hate Him,anger
How will you see when you are not near me I'm better at this i guess ofcourse you are better than everyone else,other
So go to bed and sleep little baby you go to sleep too? Why give reason why i go to sleep,other
"BFF not bf I AM GOOD, WHAT ABOUT YOU BFF ? Heart broken",sadness
Yes How so? I don't understand,other
I hate nothing Do you hate me? Why not?,anger
Can you talk to me? No I cannot : I'm feeling low,sadness
